,# run,cmsls,totprescval,hltpath/prescval
0,378981,1,350.0,HLT_DiPFJetAve200_v20/1
1,378981,4,350.0,HLT_DiPFJetAve200_v20/1
2,378985,1,350.0,HLT_DiPFJetAve200_v20/1
3,378993,1,350.0,HLT_DiPFJetAve200_v20/1
4,378993,4,350.0,HLT_DiPFJetAve200_v20/1
5,378994,1,350.0,HLT_DiPFJetAve200_v20/1
6,378995,1,350.0,HLT_DiPFJetAve200_v20/1
7,378996,1,350.0,HLT_DiPFJetAve200_v20/1
8,378997,1,350.0,HLT_DiPFJetAve200_v20/1
9,378998,1,350.0,HLT_DiPFJetAve200_v20/1
10,378999,1,350.0,HLT_DiPFJetAve200_v20/1
11,379000,1,350.0,HLT_DiPFJetAve200_v20/1
12,379001,1,350.0,HLT_DiPFJetAve200_v20/1
13,379002,1,350.0,HLT_DiPFJetAve200_v20/1
14,379003,1,350.0,HLT_DiPFJetAve200_v20/1
15,379004,1,350.0,HLT_DiPFJetAve200_v20/1
16,379005,1,350.0,HLT_DiPFJetAve200_v20/1
17,379006,1,350.0,HLT_DiPFJetAve200_v20/1
18,379007,1,350.0,HLT_DiPFJetAve200_v20/1
19,379008,1,350.0,HLT_DiPFJetAve200_v20/1
20,379009,1,350.0,HLT_DiPFJetAve200_v20/1
21,379010,1,350.0,HLT_DiPFJetAve200_v20/1
22,379011,1,350.0,HLT_DiPFJetAve200_v20/1
23,379012,1,350.0,HLT_DiPFJetAve200_v20/1
24,379028,1,350.0,HLT_DiPFJetAve200_v20/1
25,379029,1,350.0,HLT_DiPFJetAve200_v20/1
26,379030,1,350.0,HLT_DiPFJetAve200_v20/1
27,379030,3,350.0,HLT_DiPFJetAve200_v20/1
28,379031,1,350.0,HLT_DiPFJetAve200_v20/1
29,379058,1,350.0,HLT_DiPFJetAve200_v20/1
30,379075,1,350.0,HLT_DiPFJetAve200_v20/1
31,379075,5,350.0,HLT_DiPFJetAve200_v20/1
32,379154,1,350.0,HLT_DiPFJetAve200_v20/1
33,379154,15,350.0,HLT_DiPFJetAve200_v20/1
34,379238,1,350.0,HLT_DiPFJetAve200_v20/1
35,379243,1,350.0,HLT_DiPFJetAve200_v20/1
36,379252,1,350.0,HLT_DiPFJetAve200_v20/1
37,379253,1,350.0,HLT_DiPFJetAve200_v20/1
38,379315,1,0.0,HLT_DiPFJetAve200_v20/1
39,379316,1,0.0,HLT_DiPFJetAve200_v20/1
40,379317,1,0.0,HLT_DiPFJetAve200_v20/1
41,379318,1,0.0,HLT_DiPFJetAve200_v20/1
42,379337,1,350.0,HLT_DiPFJetAve200_v20/1
43,379337,20,0.0,HLT_DiPFJetAve200_v20/1
44,379338,1,350.0,HLT_DiPFJetAve200_v20/1
45,379349,1,350.0,HLT_DiPFJetAve200_v20/1
46,379349,4,350.0,HLT_DiPFJetAve200_v20/1
47,379350,1,350.0,HLT_DiPFJetAve200_v20/1
48,379355,1,350.0,HLT_DiPFJetAve200_v20/1
49,379415,1,350.0,HLT_DiPFJetAve200_v20/1
50,379416,1,350.0,HLT_DiPFJetAve200_v20/1
51,379416,6,350.0,HLT_DiPFJetAve200_v20/1
52,379416,154,350.0,HLT_DiPFJetAve200_v20/1
53,379420,1,350.0,HLT_DiPFJetAve200_v20/1
54,379420,2,350.0,HLT_DiPFJetAve200_v20/1
55,379425,1,350.0,HLT_DiPFJetAve200_v20/1
56,379433,1,350.0,HLT_DiPFJetAve200_v20/1
57,379433,5,350.0,HLT_DiPFJetAve200_v20/1
58,379442,1,350.0,HLT_DiPFJetAve200_v20/1
59,379442,9,350.0,HLT_DiPFJetAve200_v20/1
60,379454,1,350.0,HLT_DiPFJetAve200_v20/1
61,379454,2,350.0,HLT_DiPFJetAve200_v20/1
62,379456,1,350.0,HLT_DiPFJetAve200_v20/1
63,379470,1,350.0,HLT_DiPFJetAve200_v20/1
64,379470,8,350.0,HLT_DiPFJetAve200_v20/1
65,379530,1,350.0,HLT_DiPFJetAve200_v20/1
66,379530,451,350.0,HLT_DiPFJetAve200_v20/1
67,379530,483,350.0,HLT_DiPFJetAve200_v20/1
68,379530,610,350.0,HLT_DiPFJetAve200_v20/1
69,379530,622,350.0,HLT_DiPFJetAve200_v20/1
70,379613,1,350.0,HLT_DiPFJetAve200_v21/1
71,379614,1,350.0,HLT_DiPFJetAve200_v21/1
72,379615,1,350.0,HLT_DiPFJetAve200_v21/1
73,379616,1,350.0,HLT_DiPFJetAve200_v21/1
74,379617,1,350.0,HLT_DiPFJetAve200_v21/1
75,379618,1,350.0,HLT_DiPFJetAve200_v20/1
76,379660,1,350.0,HLT_DiPFJetAve200_v20/1
