,# run,cmsls,totprescval,hltpath/prescval
0,378985,1,420.0,HLT_ZeroBias_v10/60
1,378993,1,86820.0,HLT_ZeroBias_v10/60
2,378993,4,1860.0,HLT_ZeroBias_v10/60
3,379006,1,1860.0,HLT_ZeroBias_v10/60
4,379011,1,1860.0,HLT_ZeroBias_v10/60
5,379012,1,1860.0,HLT_ZeroBias_v10/60
6,379028,1,1860.0,HLT_ZeroBias_v10/60
7,379031,1,1860.0,HLT_ZeroBias_v10/60
8,379058,1,13980.0,HLT_ZeroBias_v10/60
9,379075,1,86820.0,HLT_ZeroBias_v10/60
10,379075,5,13980.0,HLT_ZeroBias_v10/60
11,379154,1,86820.0,HLT_ZeroBias_v10/60
12,379154,15,13980.0,HLT_ZeroBias_v10/60
