,# run,cmsls,totprescval,hltpath/prescval
0,378981,1,32.0,HLT_PFJet320_v27/32
1,378981,4,32.0,HLT_PFJet320_v27/32
2,378985,1,32.0,HLT_PFJet320_v27/32
3,378993,1,32.0,HLT_PFJet320_v27/32
4,378993,4,32.0,HLT_PFJet320_v27/32
5,378994,1,32.0,HLT_PFJet320_v27/32
6,378995,1,32.0,HLT_PFJet320_v27/32
7,378996,1,32.0,HLT_PFJet320_v27/32
8,378997,1,32.0,HLT_PFJet320_v27/32
9,378998,1,32.0,HLT_PFJet320_v27/32
10,378999,1,32.0,HLT_PFJet320_v27/32
11,379000,1,32.0,HLT_PFJet320_v27/32
12,379001,1,32.0,HLT_PFJet320_v27/32
13,379002,1,32.0,HLT_PFJet320_v27/32
14,379003,1,32.0,HLT_PFJet320_v27/32
15,379004,1,32.0,HLT_PFJet320_v27/32
16,379005,1,32.0,HLT_PFJet320_v27/32
17,379006,1,32.0,HLT_PFJet320_v27/32
18,379007,1,32.0,HLT_PFJet320_v27/32
19,379008,1,32.0,HLT_PFJet320_v27/32
20,379009,1,32.0,HLT_PFJet320_v27/32
21,379010,1,32.0,HLT_PFJet320_v27/32
22,379011,1,32.0,HLT_PFJet320_v27/32
23,379012,1,32.0,HLT_PFJet320_v27/32
24,379028,1,32.0,HLT_PFJet320_v27/32
25,379029,1,32.0,HLT_PFJet320_v27/32
26,379030,1,1.0,HLT_PFJet320_v27/1
27,379030,3,1.0,HLT_PFJet320_v27/1
28,379031,1,32.0,HLT_PFJet320_v27/32
29,379058,1,32.0,HLT_PFJet320_v27/32
30,379075,1,32.0,HLT_PFJet320_v27/32
31,379075,5,32.0,HLT_PFJet320_v27/32
32,379154,1,32.0,HLT_PFJet320_v27/32
33,379154,15,32.0,HLT_PFJet320_v27/32
34,379238,1,32.0,HLT_PFJet320_v27/32
35,379243,1,32.0,HLT_PFJet320_v27/32
36,379252,1,32.0,HLT_PFJet320_v27/32
37,379253,1,32.0,HLT_PFJet320_v27/32
38,379315,1,0.0,HLT_PFJet320_v27/32
39,379316,1,0.0,HLT_PFJet320_v27/32
40,379317,1,0.0,HLT_PFJet320_v27/32
41,379318,1,0.0,HLT_PFJet320_v27/32
42,379337,1,32.0,HLT_PFJet320_v27/32
43,379337,20,0.0,HLT_PFJet320_v27/32
44,379338,1,32.0,HLT_PFJet320_v27/32
45,379349,1,32.0,HLT_PFJet320_v27/32
46,379349,4,32.0,HLT_PFJet320_v27/32
47,379350,1,32.0,HLT_PFJet320_v27/32
48,379355,1,32.0,HLT_PFJet320_v27/32
49,379415,1,32.0,HLT_PFJet320_v27/32
50,379416,1,32.0,HLT_PFJet320_v27/32
51,379416,6,32.0,HLT_PFJet320_v27/32
52,379416,154,32.0,HLT_PFJet320_v27/32
53,379420,1,32.0,HLT_PFJet320_v27/32
54,379420,2,32.0,HLT_PFJet320_v27/32
55,379425,1,32.0,HLT_PFJet320_v27/32
56,379433,1,32.0,HLT_PFJet320_v27/32
57,379433,5,32.0,HLT_PFJet320_v27/32
58,379442,1,32.0,HLT_PFJet320_v27/32
59,379442,9,32.0,HLT_PFJet320_v27/32
60,379454,1,32.0,HLT_PFJet320_v27/32
61,379454,2,32.0,HLT_PFJet320_v27/32
62,379456,1,32.0,HLT_PFJet320_v27/32
63,379470,1,32.0,HLT_PFJet320_v27/32
