,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
5,357766,71,2,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357777,1,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357778,1,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357778,119,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357779,1,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357781,1,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357802,1,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357802,96,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357802,125,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
3,357802,137,5,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
0,357803,1,5,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
0,357804,1,5,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
0,357805,1,5,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
0,357806,1,5,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
0,357807,1,5,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
1,357807,148,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357808,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357809,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357812,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357812,42,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357813,1,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357813,280,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357814,1,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357815,1,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357815,421,14,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357898,1,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357898,4,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357898,6,4,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
3,357898,7,2,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
4,357898,25,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
5,357898,30,4,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
6,357898,36,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357899,1,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357899,246,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357899,260,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
3,357899,632,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357900,1,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357900,21,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357900,417,12,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,359569,1,3,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
1,359569,9,15,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
0,359571,1,3,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
1,359571,8,15,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
0,359575,1,15,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
0,359595,1,3,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
1,359595,8,8,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
2,359595,16,15,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
3,359595,21,6,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
4,359595,29,13,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
0,359597,1,13,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
1,359597,14,11,16455.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/1097.00
0,359602,1,3,65055.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/4337.00
1,359602,8,15,65055.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/4337.00
0,359609,1,3,65055.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/4337.00
1,359609,4,15,65055.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/4337.00
0,359612,1,3,65055.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/4337.00
1,359612,3,15,65055.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/4337.00
0,359661,1,3,129945.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/8663.00
1,359661,2,4,129945.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/8663.00
2,359661,198,13,129945.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/8663.00
0,359685,1,3,129945.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/8663.00
0,359686,1,3,129945.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/8663.00
0,359691,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359691,42,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359691,48,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359691,54,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359691,69,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359691,77,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,359691,89,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,359691,118,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359693,1,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359693,11,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359693,173,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359693,402,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359694,1,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359694,30,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359694,60,15,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359694,62,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359694,274,15,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359694,622,16,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359699,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359699,34,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359699,63,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359699,244,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359699,485,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359699,711,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,359699,1003,15,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,359699,1230,16,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,359699,1641,17,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359718,1,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359718,34,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359718,40,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359718,88,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359718,232,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359750,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359750,3,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359750,113,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359750,220,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359750,224,0,0.0,HLT_PFJet40_v23/0,ONE,L1_ZeroBias/18353.00
0,359751,1,0,0.0,HLT_PFJet40_v23/0,ONE,L1_ZeroBias/18353.00
1,359751,15,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359751,23,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359751,77,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359751,109,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359751,200,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,359751,314,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,359751,473,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,359751,649,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,359751,858,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359762,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359762,18,18,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359762,32,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359762,33,18,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359762,34,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359762,38,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,359762,40,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,359762,42,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,359762,46,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,359762,79,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
10,359762,87,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
11,359762,101,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
12,359762,105,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
13,359762,115,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
14,359762,125,4,283485.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18899.00
15,359762,151,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
16,359762,251,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359763,1,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359763,47,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359763,63,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359763,65,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359763,118,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359763,121,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,359763,223,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,359763,320,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,359763,369,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,359763,371,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
10,359763,446,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359764,1,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359764,192,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359764,200,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359764,272,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359764,691,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359764,814,15,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359776,1,3,915.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/61.00
1,359776,107,18,915.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/61.00
0,359806,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359806,32,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359806,74,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359806,80,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359806,86,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359806,104,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,359806,113,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,359806,138,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,359806,205,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,359806,236,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
10,359806,395,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359808,1,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359809,1,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359810,1,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359810,23,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359812,1,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359812,9,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359812,158,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359814,1,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359814,64,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359814,304,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359870,1,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359870,4,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359870,9,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359871,1,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359871,2,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359871,36,4,283485.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18899.00
3,359871,57,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359871,113,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359871,157,2,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,359871,185,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,359887,1,3,915.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/61.00
1,359887,95,18,915.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/61.00
0,359899,1,3,34005.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/2267.00
1,359899,7,18,34005.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/2267.00
0,359903,1,18,34005.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/2267.00
0,359998,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,359998,13,18,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,359998,38,17,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,359998,45,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,359998,182,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,359998,198,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,359998,225,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,359998,240,4,283485.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18899.00
8,359998,257,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,359998,349,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
10,359998,378,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
11,359998,450,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
12,359998,579,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
13,359998,720,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
14,359998,860,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
15,359998,1032,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
16,359998,1219,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
17,359998,1450,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
18,359998,1722,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360017,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360017,42,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360017,50,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360019,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360019,7,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360019,15,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,360019,32,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,360019,38,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,360019,124,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,360019,225,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,360019,344,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,360019,480,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,360019,614,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
10,360019,808,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
11,360019,1000,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
12,360019,1197,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
13,360019,1207,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
14,360019,1215,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
15,360019,1475,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360075,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360075,12,18,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360075,29,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,360075,36,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,360075,74,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,360075,208,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,360075,229,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,360075,297,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,360075,311,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,360075,383,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
10,360075,415,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
11,360075,472,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
12,360075,573,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
13,360075,695,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360090,1,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360090,110,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360090,182,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,360090,371,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,360090,687,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360116,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360116,52,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360116,115,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,360116,121,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,360116,130,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,360116,137,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,360116,157,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,360116,165,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,360116,218,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,360116,237,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
10,360116,304,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
11,360116,341,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
12,360116,420,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360125,1,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360125,4,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360125,125,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,360125,244,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360126,1,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360126,64,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360126,225,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360127,1,10,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360127,14,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360128,1,11,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360128,23,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360130,1,12,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360130,56,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360131,1,13,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360131,214,14,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360141,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360141,8,9,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360141,45,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,360141,82,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,360141,88,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,360141,327,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,360141,352,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
7,360141,429,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
8,360141,445,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
9,360141,517,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
10,360141,536,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
11,360141,634,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
12,360141,755,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360224,1,3,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360224,43,8,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360224,106,7,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,360224,112,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
4,360224,136,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
5,360224,157,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
6,360224,208,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
0,360225,1,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
1,360225,94,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
2,360225,98,5,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
3,360225,297,6,275295.0,HLT_PFJet40_v23/15,ONE,L1_ZeroBias/18353.00
