,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
0,355942,1,3,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
1,355942,54,13,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
0,355988,1,3,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
1,355988,65,12,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/7639.00
0,355989,1,11,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
0,355998,1,3,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
0,355999,1,3,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
0,356004,1,3,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
0,356005,1,3,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
0,356043,1,3,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/2213.00
1,356043,6,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356071,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
1,356071,197,11,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356074,1,11,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
1,356074,77,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356075,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356076,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356077,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356135,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356309,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356316,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356322,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356323,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356371,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356375,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
1,356375,135,10,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356378,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
1,356378,8,10,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356381,1,10,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
1,356381,795,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356383,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356385,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356386,1,4,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/3659.00
0,356426,1,2,68415.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/4561.00
0,356428,1,2,68415.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/4561.00
1,356428,11,1,68415.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/4561.00
0,356433,1,1,68415.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/4561.00
0,356434,1,1,68415.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/4561.00
0,356435,1,1,68415.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/4561.00
0,356446,1,1,68415.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/4561.00
1,356446,81,2,68415.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/4561.00
0,356523,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
1,356523,169,6,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
2,356523,220,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356531,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356563,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356568,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356569,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
1,356569,248,6,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356570,1,6,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
1,356570,14,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356576,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356578,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356580,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356582,1,0,0.0,HLT_PFJet40_v22/0,ONE,L1_ZeroBias/17881.00
1,356582,6,6,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
2,356582,29,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356614,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356615,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356619,1,5,86685.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/5779.00
0,356810,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356811,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356812,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356813,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356814,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356815,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356824,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356908,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356919,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356937,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356946,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356947,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356948,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356949,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356951,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356954,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356955,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356956,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356968,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356969,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356970,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356998,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,356999,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,357000,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,357001,1,5,108105.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/7207.00
0,357079,1,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357080,1,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357081,1,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357101,1,6,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357102,1,6,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357104,1,6,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357106,1,6,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357112,1,6,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
1,357112,197,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357268,1,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357271,1,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
1,357271,45,4,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
2,357271,201,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
3,357271,264,6,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
4,357271,551,7,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
5,357271,641,8,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
6,357271,778,9,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
7,357271,1074,10,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
8,357271,1247,7,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
9,357271,1271,10,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357328,1,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357329,1,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
1,357329,34,1,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
2,357329,66,16,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
3,357329,403,5,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
4,357329,616,8,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357330,1,8,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357331,1,8,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357332,1,8,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
1,357332,120,10,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357333,1,10,121515.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/8101.00
0,357401,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357401,196,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
2,357401,212,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
3,357401,557,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357406,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357406,60,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
2,357406,116,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357438,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357438,110,5,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
2,357438,148,1,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357440,1,1,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357440,5,5,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
2,357440,49,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357441,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357442,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357442,344,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
2,357442,944,11,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
3,357442,1341,13,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
4,357442,1347,11,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357447,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357447,46,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357472,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357478,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357479,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357479,32,5,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
2,357479,38,1,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
3,357479,308,5,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
4,357479,343,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357482,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357482,42,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357538,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357542,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357542,35,5,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
2,357542,52,2,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
3,357542,219,5,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357550,1,5,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357550,14,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357610,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357610,96,11,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
2,357610,135,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
3,357610,154,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357611,1,6,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357611,399,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357612,1,9,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
1,357612,486,11,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357613,1,11,139155.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/9277.00
0,357688,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357688,11,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357688,12,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
3,357688,207,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
4,357688,293,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357696,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357696,84,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357696,90,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
3,357696,99,2,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
4,357696,102,1,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
5,357696,109,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
6,357696,171,2,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
7,357696,305,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
8,357696,378,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
9,357696,381,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
0,357697,1,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
1,357697,7,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357697,28,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357698,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357699,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357700,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357700,614,11,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357701,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357701,37,11,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357701,289,13,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357705,1,13,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357706,1,13,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357720,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357732,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357732,62,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357732,70,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
3,357732,82,2,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
4,357732,92,1,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
5,357732,140,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357734,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357734,2,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
2,357734,8,2,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
3,357734,117,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
4,357734,216,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
5,357734,236,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
0,357735,1,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
1,357735,15,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357735,37,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
3,357735,72,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
4,357735,77,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
5,357735,96,4,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
6,357735,140,7,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
7,357735,267,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
8,357735,356,11,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
9,357735,359,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
10,357735,858,11,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357754,1,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357754,95,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357754,113,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357756,1,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357756,15,2,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357756,105,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
3,357756,119,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
4,357756,141,5,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
5,357756,368,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
6,357756,384,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357757,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357758,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357759,1,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357759,31,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
0,357766,1,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
1,357766,15,9,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
2,357766,47,8,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
3,357766,51,5,303285.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/20219.00
4,357766,65,3,270195.0,HLT_PFJet40_v22/15,ONE,L1_ZeroBias/18013.00
