,# run,cmsls,totprescval,hltpath/prescval
0,378985,1,128.0,HLT_DiPFJetAve260_v21/128
1,378993,1,128.0,HLT_DiPFJetAve260_v21/128
2,378993,4,128.0,HLT_DiPFJetAve260_v21/128
3,379006,1,128.0,HLT_DiPFJetAve260_v21/128
4,379011,1,128.0,HLT_DiPFJetAve260_v21/128
5,379012,1,128.0,HLT_DiPFJetAve260_v21/128
6,379028,1,128.0,HLT_DiPFJetAve260_v21/128
7,379031,1,128.0,HLT_DiPFJetAve260_v21/128
8,379058,1,128.0,HLT_DiPFJetAve260_v21/128
9,379075,1,128.0,HLT_DiPFJetAve260_v21/128
10,379075,5,128.0,HLT_DiPFJetAve260_v21/128
11,379154,1,128.0,HLT_DiPFJetAve260_v21/128
12,379154,15,128.0,HLT_DiPFJetAve260_v21/128
13,379238,1,128.0,HLT_DiPFJetAve260_v21/128
14,379243,1,128.0,HLT_DiPFJetAve260_v21/128
15,379252,1,128.0,HLT_DiPFJetAve260_v21/128
16,379253,1,128.0,HLT_DiPFJetAve260_v21/128
17,379338,1,128.0,HLT_DiPFJetAve260_v21/128
18,379355,1,128.0,HLT_DiPFJetAve260_v21/128
19,379416,1,128.0,HLT_DiPFJetAve260_v21/128
20,379416,6,128.0,HLT_DiPFJetAve260_v21/128
21,379416,154,128.0,HLT_DiPFJetAve260_v21/128
22,379420,1,128.0,HLT_DiPFJetAve260_v21/128
23,379420,2,128.0,HLT_DiPFJetAve260_v21/128
24,379425,1,128.0,HLT_DiPFJetAve260_v21/128
25,379433,1,128.0,HLT_DiPFJetAve260_v21/128
26,379433,5,128.0,HLT_DiPFJetAve260_v21/128
27,379442,1,128.0,HLT_DiPFJetAve260_v21/128
28,379442,9,128.0,HLT_DiPFJetAve260_v21/128
29,379454,1,128.0,HLT_DiPFJetAve260_v21/128
30,379454,2,128.0,HLT_DiPFJetAve260_v21/128
31,379456,1,128.0,HLT_DiPFJetAve260_v21/128
32,379470,1,128.0,HLT_DiPFJetAve260_v21/128
33,379470,8,128.0,HLT_DiPFJetAve260_v21/128
34,379530,1,128.0,HLT_DiPFJetAve260_v21/128
35,379530,451,128.0,HLT_DiPFJetAve260_v21/128
36,379530,483,128.0,HLT_DiPFJetAve260_v21/128
37,379530,610,128.0,HLT_DiPFJetAve260_v21/128
