,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
31,355862,21,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
32,355862,126,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
33,355863,1,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
34,355870,1,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
35,355870,15,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
36,355871,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
37,355871,11,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
38,355872,1,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
39,355872,6,10,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
40,355872,73,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
41,355872,96,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
42,355892,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
43,355892,6,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
44,355912,1,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
45,355913,1,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
46,355921,1,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
47,355933,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
48,355933,4,13,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
49,355933,30,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
50,355933,50,13,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
51,355942,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
52,355942,54,13,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
53,355988,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
54,355988,65,12,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
55,355989,1,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
56,355998,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
57,355999,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
58,356004,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
59,356005,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
60,356043,1,3,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
61,356043,6,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
62,356071,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
63,356071,197,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
64,356074,1,11,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
65,356074,77,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
66,356075,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
67,356076,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
68,356077,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
69,356135,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
70,356309,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
71,356316,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
72,356322,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
73,356323,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
74,356371,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
75,356375,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
76,356375,135,10,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
77,356378,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
78,356378,8,10,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
79,356381,1,10,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
80,356381,795,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
81,356383,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
82,356385,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
83,356386,1,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
84,356426,1,2,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
85,356428,1,2,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
86,356428,11,1,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
87,356433,1,1,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
88,356434,1,1,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
89,356435,1,1,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
90,356446,1,1,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
91,356446,81,2,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
92,356523,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
93,356523,169,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
94,356523,220,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
95,356531,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
96,356563,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
97,356568,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
98,356569,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
99,356569,248,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
100,356570,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
101,356570,14,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
102,356576,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
103,356578,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
104,356580,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
105,356582,1,0,0.0,HLT_PFJet260_v21/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
106,356582,6,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
107,356582,29,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
108,356614,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
109,356615,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
110,356619,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
111,356810,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
112,356811,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
113,356812,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
114,356813,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
115,356814,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
116,356815,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
117,356824,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
118,356908,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
119,356919,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
120,356937,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
121,356946,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
122,356947,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
123,356948,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
124,356949,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
125,356951,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
126,356954,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
127,356955,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
128,356956,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
129,356968,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
130,356969,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
131,356970,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
132,356998,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
133,356999,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
134,357000,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
135,357001,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
136,357079,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
137,357080,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
138,357081,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
139,357101,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
140,357102,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
141,357104,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
142,357106,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
143,357112,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
144,357112,197,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
145,357268,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
146,357271,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
147,357271,45,4,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
148,357271,201,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
149,357271,264,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
150,357271,551,7,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
151,357271,641,8,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
152,357271,778,9,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
153,357271,1074,10,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
154,357271,1247,7,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
155,357271,1271,10,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
156,357328,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
157,357329,1,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
158,357329,34,1,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
159,357329,66,16,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
160,357329,403,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
161,357329,616,8,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
162,357330,1,8,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
163,357331,1,8,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
164,357332,1,8,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
165,357332,120,10,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
166,357333,1,10,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
167,357401,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
168,357401,196,9,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
169,357401,212,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
170,357401,557,9,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
171,357406,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
172,357406,60,9,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
173,357406,116,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
174,357438,1,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
175,357438,110,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
176,357438,148,1,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
177,357440,1,1,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
178,357440,5,5,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
179,357440,49,6,128.0,HLT_PFJet260_v21/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
