,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
41,379618,1,4,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
42,379660,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
43,379660,10,4,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
44,379660,639,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
45,379661,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
46,379729,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
47,379729,689,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
48,379765,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
49,379765,829,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
50,379774,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
51,379866,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
52,379866,156,6,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
53,379866,187,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
54,379984,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
55,379984,20,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
56,379984,135,10,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
57,379984,456,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
58,380001,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
59,380001,4,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
60,380005,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
61,380005,4,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
62,380007,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
63,380029,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
64,380030,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
65,380030,17,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
66,380030,99,6,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
67,380030,127,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
68,380032,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
69,380033,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
70,380043,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
71,380043,3,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
72,380049,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
73,380049,7,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
74,380051,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
75,380052,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
76,380053,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
77,380056,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
78,380066,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
79,380074,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
80,380074,9,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
81,380115,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
82,380115,337,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
83,380115,378,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
84,380115,578,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
85,380195,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
86,380197,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
87,380235,1,7,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
88,380235,3,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
89,380236,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
90,380238,1,9,1500.0,HLT_PFJet140_v26/1,ONE,L1_SingleJet90/1500.00
91,380306,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
92,380306,3,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
93,380308,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
94,380309,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
95,380309,7,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
96,380310,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
97,380346,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
98,380346,155,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
99,380346,175,4,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
100,380346,187,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
101,380348,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
102,380348,6,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
103,380349,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
104,380360,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
105,380377,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
106,380377,3,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
107,380377,110,5,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
108,380384,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
109,380384,146,5,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
110,380384,680,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
111,380385,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
112,380399,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
113,380399,3,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
114,380403,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
115,380403,3,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
116,380444,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
117,380444,6,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
118,380446,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
119,380447,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
120,380466,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
121,380466,3,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
122,380470,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
123,380470,15,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
124,380481,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
125,380513,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
126,380513,5,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
127,380517,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
128,380531,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
129,380534,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
130,380537,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
131,380538,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
132,380564,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
133,380564,2,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
134,380567,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
135,380623,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
136,380623,4,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
137,380624,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
138,380625,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
139,380626,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
140,380627,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
141,380647,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
142,380647,4,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
143,380647,142,11,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
144,380647,318,4,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
145,380647,356,11,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
146,380649,1,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
147,380933,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
148,380933,51,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
149,380945,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
150,380945,8,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
151,380947,1,7,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
152,380947,5,9,1500.0,HLT_PFJet140_v27/1,ONE,L1_SingleJet90/1500.00
153,380963,1,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
154,380963,912,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
155,381022,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
156,381022,4,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
157,381053,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
158,381065,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
159,381065,138,4,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
160,381065,758,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
161,381067,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
162,381067,4,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
163,381067,171,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
164,381069,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
165,381069,5,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
166,381070,1,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
167,381075,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
168,381078,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
169,381078,163,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
170,381079,1,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
171,381079,5,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
172,381079,79,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
173,381080,1,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
174,381113,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
175,381114,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
176,381115,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
177,381115,4,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
178,381115,173,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
179,381115,386,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
180,381147,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
181,381147,106,4,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
182,381148,1,4,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
183,381149,1,4,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
184,381150,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
185,381150,3,4,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
186,381150,29,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
187,381151,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
188,381151,54,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
189,381151,237,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
190,381151,457,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
191,381152,1,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
192,381164,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
193,381164,992,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
194,381164,1200,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
195,381190,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
196,381190,138,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
197,381190,476,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
198,381190,877,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
199,381190,1060,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
200,381191,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
201,381191,9,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
202,381191,197,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
203,381199,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
204,381212,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
205,381286,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
206,381309,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
207,381358,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
208,381364,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
209,381365,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
210,381365,473,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
211,381371,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
212,381379,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
213,381379,795,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
214,381380,1,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
215,381380,28,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
216,381380,177,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
217,381384,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
218,381384,860,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
219,381384,982,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
220,381384,1062,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
221,381417,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
222,381417,946,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
223,381417,1067,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
224,381417,1138,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
225,381443,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
226,381443,777,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
227,381443,879,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
228,381443,977,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
229,381477,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
230,381479,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
231,381480,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
232,381480,26,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
233,381480,138,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
234,381480,217,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
235,381484,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
236,381484,876,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
237,381484,922,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
238,381484,1032,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
239,381484,1161,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
240,381484,1232,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
241,381499,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
242,381500,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
243,381515,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
244,381516,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
245,381516,505,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
246,381516,517,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
247,381516,566,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
248,381543,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
249,381544,1,7,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
250,381544,299,9,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
251,381544,412,14,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
252,381544,510,15,1500.0,HLT_PFJet140_v28/1,ONE,L1_SingleJet90/1500.00
253,382229,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
254,382229,5,14,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
255,382229,18,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
256,382229,26,14,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
257,382250,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
258,382250,31,10,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
259,382250,139,9,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
260,382250,142,8,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
261,382250,159,4,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
262,382250,623,10,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
263,382250,628,9,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
264,382250,631,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
265,382250,635,6,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
266,382250,640,7,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
267,382250,643,8,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
268,382250,646,9,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
269,382250,649,10,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
270,382250,652,9,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
271,382250,658,8,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
272,382250,671,9,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
273,382255,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
274,382256,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
275,382257,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
276,382258,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
277,382258,769,6,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
278,382258,856,7,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
279,382258,1034,8,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
280,382262,1,8,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
281,382298,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
282,382299,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
283,382300,1,5,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
284,382300,16,6,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
285,382300,50,7,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
286,382300,129,8,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
287,382300,274,9,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
288,382300,366,10,1500.0,HLT_PFJet140_v29/1,ONE,L1_SingleJet90/1500.00
