,# run,cmsls,totprescval,hltpath/prescval
0,378985,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
1,378993,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
2,378993,4,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
3,379006,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
4,379011,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
5,379012,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
6,379028,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
7,379031,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
8,379058,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
9,379075,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
10,379075,5,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
11,379154,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
12,379154,15,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
13,379238,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
14,379243,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
15,379252,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
16,379253,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
17,379338,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
18,379355,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
19,379416,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
20,379416,6,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
21,379416,154,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
22,379420,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
23,379420,2,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
24,379425,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
25,379433,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
26,379433,5,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
27,379442,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
28,379442,9,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
29,379454,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
30,379454,2,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
31,379456,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
32,379470,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
33,379470,8,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
34,379530,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
35,379530,451,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
36,379530,483,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
37,379530,610,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
38,379530,622,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
39,379613,1,150.0,HLT_Photon30EB_TightID_TightIso_v9/6
40,379617,1,150.0,HLT_Photon30EB_TightID_TightIso_v9/6
41,379618,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
42,379660,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
43,379660,10,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
44,379660,639,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
45,379661,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
46,379729,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
47,379729,689,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
48,379765,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
49,379765,829,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
50,379774,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
51,379866,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
52,379866,156,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
53,379866,187,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
54,379984,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
55,379984,20,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
56,379984,135,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
57,379984,456,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
58,380001,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
59,380001,4,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
60,380005,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
61,380005,4,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
62,380007,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
63,380029,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
64,380030,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
65,380030,17,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
66,380030,99,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
67,380030,127,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
68,380032,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
69,380033,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
70,380043,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
71,380043,3,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
72,380049,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
73,380049,7,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
74,380051,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
75,380052,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
76,380053,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
77,380056,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
78,380066,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
79,380074,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
80,380074,9,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
81,380115,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
82,380115,337,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
83,380115,378,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
84,380115,578,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
85,380195,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
86,380197,1,150.0,HLT_Photon30EB_TightID_TightIso_v8/6
