# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
355445,1,13,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355454,1,7,0.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/0.00
355455,1,7,0.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/0.00
355456,1,7,0.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/0.00
355558,1,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355559,1,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355679,1,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355679,4,12,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355680,1,12,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355768,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355768,77,2,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355769,1,2,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v13/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355862,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355862,17,0,0.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/0,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/0.00
355862,21,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355862,126,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355863,1,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355870,1,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355870,15,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355871,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355871,11,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355872,1,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355872,6,10,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355872,73,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355872,96,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355892,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355892,6,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355912,1,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355913,1,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355921,1,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355933,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355933,4,13,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355933,30,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355933,50,13,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355942,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355942,54,13,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355988,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355988,65,12,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355989,1,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355998,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
355999,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356004,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356005,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356043,1,3,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356043,6,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356071,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356071,197,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356074,1,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356074,77,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356075,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356076,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356077,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356135,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356309,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356316,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356322,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356323,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356371,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356375,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356375,135,10,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356378,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356378,8,10,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356381,1,10,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356381,795,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356383,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356385,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356386,1,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356426,1,2,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356428,1,2,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356428,11,1,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356433,1,1,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356434,1,1,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356435,1,1,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356446,1,1,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356446,81,2,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356523,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356523,169,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356523,220,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356531,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356563,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356568,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356569,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356569,248,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356570,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356570,14,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356576,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356578,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356580,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356582,1,0,0.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/0,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/0.00
356582,6,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356582,29,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356614,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356615,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356619,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356810,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356811,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356812,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356813,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356814,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356815,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356824,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356908,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356919,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356937,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356946,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356947,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356948,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356949,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356951,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356954,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356955,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356956,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356968,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356969,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356970,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356998,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
356999,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357000,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357001,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357079,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357080,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357081,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357101,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357102,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357104,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357106,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357112,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357112,197,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357268,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,45,4,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,201,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,264,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,551,7,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,641,8,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,778,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,1074,10,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,1247,7,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357271,1271,10,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357328,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357329,1,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357329,34,1,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357329,66,16,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357329,403,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357329,616,8,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357330,1,8,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357331,1,8,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357332,1,8,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357332,120,10,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357333,1,10,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357401,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357401,196,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357401,212,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357401,557,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357406,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357406,60,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357406,116,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357438,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357438,110,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357438,148,1,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357440,1,1,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357440,5,5,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357440,49,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357441,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357442,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357442,344,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357442,944,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357442,1341,13,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357442,1347,11,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357447,1,6,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
357447,46,9,256.0,HLT_BTagMu_AK4DiJet40_Mu5_v14/1,ONE,L1_Mu3_Jet35er2p5_dR_Max0p4/256.00
